IDCLI;IDVENDEDOR;PCOD;QTDVENDA;MVALOR3;VLVENDA;TENDENCIA;QP_AMAIS;QP_AMENOS;VB1;VB2;V_AMAIS;V_AMENOS;V_META;V_PROJ;TENDENCIA;A1A2;Q1;Q2;Q3;Q4;Q1A;Q2A;Q3A;Q4A;V1;V2;V3;V4;V1A;V2A;V3A;V4A
136;45;482;0;0;0;"2";1;0;0;42.54;42.54;0;42.54;42.54;"2";"?";0;0;1;0;0;0;2;0;0;0;42.54;0;0;0;81.80;0
136;45;497;0;0;0;"2";1;0;0;131;131;0;131;131;"2";"?";0;0;1;0;0;0;0;0;0;0;131;0;0;0;0;0
136;45;498;0;0;0;"4";0;1;137.13;0;0;137.13;137.13;137.13;"4";"?";1;0;0;0;0;0;0;0;137.13;0;0;0;0;0;0;0
136;45;542;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;89.90;0
136;45;547;0;0;0;"2";1;0;0;95.69;95.69;0;95.69;95.69;"2";"?";0;0;1;0;0;0;6;1;0;0;95.69;0;0;0;540.57;90.39
136;45;593;0;0;0;"3";0;1;137.74;65.51;0;72.23;67.75;67.75;"3";"-";1;1;1;0;0;0;0;0;68.50;69.24;65.51;0;0;0;0;0
136;45;651;0;0;0;"3";0;2;205.91;65.50;0;140.41;135.71;135.71;"3";"-";0;3;1;0;2;2;3;2;0;205.91;65.50;0;136.48;135.80;201.12;136.54
136;45;831;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;45;832;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;55.90;0;0
136;45;833;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;30.90;0;0
136;45;842;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;2;0;0;0;0;0;0;30.90;53.80;0
136;45;890;0;0;0;"4";0;1;65.61;0;0;65.61;65.61;65.61;"4";"?";1;0;0;0;0;0;0;0;65.61;0;0;0;0;0;0;0
136;45;1047;0;0;0;"2";1;0;0;15.79;15.79;0;15.79;15.79;"2";"?";0;0;1;0;0;0;0;0;0;0;15.79;0;0;0;0;0
136;45;2951;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;1;0;0;0;0;0;0;39.90;44.90;0
136;45;2962;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;45;3112;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;44.90;0
136;45;3286;0;0;0;"4";0;1;88.24;0;0;88.24;88.24;88.24;"4";"?";0;1;0;0;0;0;0;0;0;88.24;0;0;0;0;0;0
136;45;3305;0;0;0;"3";0;0;206.45;200.05;0;6.40;201.28;201.28;"3";"+";1;2;3;0;0;0;0;0;68.50;137.95;200.05;0;0;0;0;0
137;15;23;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;180.13;0
137;15;24;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;90.06;0
137;15;25;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;90.06;0
137;15;144;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;44.85
137;15;150;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;44.85
137;15;159;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;44.85
137;15;160;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;3;0;0;0;0;0;312.41;0;157.20;0
137;15;163;0;0;0;"4";0;12;841.80;0;0;841.80;841.80;841.80;"4";"?";12;0;0;0;0;0;2;3;841.80;0;0;0;0;0;170.11;267.59
137;15;164;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;170;0;0;0;"2";24;0;0;914.10;914.10;0;914.10;914.10;"2";"?";0;0;24;0;5;0;0;4;0;0;914.10;0;265.36;0;0;212.31
137;15;171;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;4;0;0;0;0;0;261.55;0;320.17;0
137;15;172;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;175;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;6;0;0;0;0;0;135.13;0;227.81;0
137;15;176;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;0;0;0;0;0;0;420.75;0;0;0
137;15;178;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;68.13
137;15;179;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;180;0;0;0;"2";1;0;0;65.08;65.08;0;65.08;65.08;"2";"?";0;0;1;0;0;0;1;1;0;0;65.08;0;0;0;65.01;68.13
137;15;181;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;65.01;0
137;15;183;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;68.13
137;15;184;0;0;0;"2";1;0;0;65.08;65.08;0;65.08;65.08;"2";"?";0;0;1;0;0;0;0;1;0;0;65.08;0;0;0;0;70.14
137;15;224;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;51.80;0;0
137;15;225;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;1;0;0;0;0;0;51.80;0;25.99
137;15;226;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;1;0;0;0;0;0;51.80;0;25.99
137;15;228;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;51.80;0;0
137;15;229;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;51.80;0;0
137;15;230;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;51.80;0;0
137;15;231;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;50;0;0
137;15;244;0;0;0;"2";2;0;0;100.08;100.08;0;100.08;100.08;"2";"?";0;0;2;0;0;0;0;0;0;0;100.08;0;0;0;0;0
137;15;246;0;0;0;"2";4;0;0;200.16;200.16;0;200.16;200.16;"2";"?";0;0;4;0;0;0;0;0;0;0;200.16;0;0;0;0;0
137;15;358;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;359;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;376;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;28.99
137;15;377;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;28.99
137;15;388;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;120.19
137;15;389;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;120.19
137;15;390;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;120.01;0
137;15;428;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;65.11
137;15;456;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;184.12;0
137;15;457;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;184.12;0
137;15;460;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;184.12;0
137;15;479;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;480;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;542;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;544;0;0;0;"2";8;0;0;721.24;721.24;0;721.24;721.24;"2";"?";0;0;8;0;0;0;0;0;0;0;721.24;0;0;0;0;0
137;15;545;0;0;0;"2";4;0;0;360.62;360.62;0;360.62;360.62;"2";"?";0;0;4;0;0;0;0;0;0;0;360.62;0;0;0;0;0
137;15;548;0;0;0;"2";4;0;0;360.62;360.62;0;360.62;360.62;"2";"?";0;0;4;0;0;0;0;0;0;0;360.62;0;0;0;0;0
137;15;650;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;65.01;0
137;15;651;0;0;0;"2";2;0;0;130.16;130.16;0;130.16;130.16;"2";"?";0;0;2;0;0;0;0;0;0;0;130.16;0;0;0;0;0
137;15;792;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;120.01;0
137;15;2967;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;1;0;0;0;0;0;51.80;0;25.99
137;15;3134;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;6;0;0;0;0;0;0;0;480.25;0
137;15;3283;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;3284;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;15;3305;0;0;0;"2";1;0;0;65.08;65.08;0;65.08;65.08;"2";"?";0;0;1;0;0;0;0;0;0;0;65.08;0;0;0;0;0
137;15;3306;0;0;0;"2";1;0;0;65.08;65.08;0;65.08;65.08;"2";"?";0;0;1;0;0;0;0;0;0;0;65.08;0;0;0;0;0
139;53;23;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;90.41
139;53;24;0;0;0;"2";1;0;0;100.31;100.31;0;100.31;100.31;"2";"?";0;0;1;0;0;1;0;0;0;0;100.31;0;0;90.33;0;0
139;53;26;0;0;0;"2";1;0;0;100.30;100.30;0;100.30;100.30;"2";"?";0;0;1;0;0;1;0;1;0;0;100.30;0;0;90.33;0;90.41
139;53;108;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;52.19
139;53;133;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;82.16;0;0
139;53;141;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;86.16;0;0
139;53;144;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;29.97
139;53;160;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;19;0;0;0;0;0;0;0;854.36;0;0;0
139;53;163;0;0;0;"4";0;6;421.51;0;0;421.51;421.51;421.51;"4";"?";0;6;0;0;18;0;6;0;0;421.51;0;0;1440.30;0;481.97;0
139;53;171;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;15;0;6;0;0;0;0;0;1278.90;0;481.95;0
139;53;180;0;0;0;"4";0;1;69.08;0;0;69.08;69.08;69.08;"4";"?";0;1;0;0;0;0;0;0;0;69.08;0;0;0;0;0;0
139;53;181;0;0;0;"4";0;1;69.08;0;0;69.08;69.08;69.08;"4";"?";0;1;0;0;2;0;0;0;0;69.08;0;0;129.98;0;0;0
139;53;183;0;0;0;"4";0;1;69.08;0;0;69.08;69.08;69.08;"4";"?";0;1;0;0;0;0;0;0;0;69.08;0;0;0;0;0;0
139;53;184;0;0;0;"3";0;0;69.08;68.75;0;0.33;68.92;68.92;"3";"-";0;1;1;0;0;0;0;0;0;69.08;68.75;0;0;0;0;0
139;53;219;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;111.43;0;0
139;53;221;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;111.43;0;0
139;53;249;0;0;0;"4";0;1;97.38;0;0;97.38;97.38;97.38;"4";"?";0;1;0;0;0;1;0;0;0;97.38;0;0;0;90.33;0;0
139;53;251;0;0;0;"4";0;1;97.38;0;0;97.38;97.38;97.38;"4";"?";0;1;0;0;0;0;0;0;0;97.38;0;0;0;0;0;0
139;53;288;0;0;0;"4";0;1;95.38;0;0;95.38;95.38;95.38;"4";"?";0;1;0;0;0;1;0;0;0;95.38;0;0;0;97.35;0;0
139;53;289;0;0;0;"4";0;1;95.38;0;0;95.38;95.38;95.38;"4";"?";0;1;0;0;0;0;0;1;0;95.38;0;0;0;0;0;95.43
139;53;290;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;95.43
139;53;292;0;0;0;"4";0;1;95.37;0;0;95.37;95.37;95.37;"4";"?";0;1;0;0;0;1;0;0;0;95.37;0;0;0;97.35;0;0
139;53;293;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;95.42
139;53;294;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;1;0;0;0;0;0;97.35;0;95.42
139;53;337;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;53;358;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;1;0;0;0;0;0;0;87.30;84.34;0
139;53;360;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;1;1;0;0;0;0;0;87.30;84.34;84.36
139;53;475;0;0;0;"2";1;0;0;59.11;59.11;0;59.11;59.11;"2";"?";0;0;1;0;0;0;0;0;0;0;59.11;0;0;0;0;0
139;53;476;0;0;0;"2";1;0;0;59.13;59.13;0;59.13;59.13;"2";"?";0;0;1;0;0;0;0;0;0;0;59.13;0;0;0;0;0
139;53;501;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;53;515;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;70.09;0;0
139;53;542;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;180.06;0;0;0
139;53;544;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;180.06;0;0;0
139;53;547;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;180.06;0;0;0
139;53;556;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;72.10;0;0
139;53;578;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;45.99;0;0
139;53;598;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;52.19
139;53;1109;0;0;0;"2";6;0;0;421.10;421.10;0;421.10;421.10;"2";"?";0;0;6;0;0;0;0;0;0;0;421.10;0;0;0;0;0
139;53;1110;0;0;0;"2";2;0;0;80.13;80.13;0;80.13;80.13;"2";"?";0;0;2;0;0;0;0;0;0;0;80.13;0;0;0;0;0
139;53;1111;0;0;0;"2";2;0;0;80.13;80.13;0;80.13;80.13;"2";"?";0;0;2;0;0;0;0;0;0;0;80.13;0;0;0;0;0
139;53;1112;0;0;0;"2";2;0;0;80.13;80.13;0;80.13;80.13;"2";"?";0;0;2;0;0;0;0;0;0;0;80.13;0;0;0;0;0
139;53;3000;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;29.97
139;53;3091;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;140.65;0;0
139;53;3092;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;140.65;0;0
139;53;3305;0;0;0;"3";0;0;69.07;68.74;0;0.33;68.91;68.91;"3";"-";0;1;1;0;0;0;0;0;0;69.07;68.74;0;0;0;0;0
140;3;28;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;288.11;0;0
140;3;32;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;58
140;3;118;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;179.96;0;0
140;3;119;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;130;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;160;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;5;0;0;0;0;0;0;0;244.85;0;0
140;3;163;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;170;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;99.99;0
140;3;171;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;270.62
140;3;177;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;197;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;41.98;0
140;3;212;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;5;0;0;0;0;0;0;0;134.68;0;0
140;3;265;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;328;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;82.18
140;3;330;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;3;0;0;0;0;0;0;0;134.94;0
140;3;332;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;334;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;4;0;0;0;0;0;0;0;91.76;0
140;3;364;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;391;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;50.77;0;0
140;3;398;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;43.87;0
140;3;404;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;412;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;450;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;24;0;0;0;0;0;0;0;1127.59;0
140;3;453;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;512;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;551;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;584;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;50.77;0;0
140;3;586;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;594;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;609;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;610;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;133.98;0;0
140;3;615;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;5;5;0;0;0;0;0;0;189.76;194.84;0
140;3;617;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;626;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;637;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;77.17
140;3;639;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;156.32
140;3;651;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;68;0;0
140;3;790;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;24;0;0;0;0;0;0;0;1199.27;0;0
140;3;995;0;0;0;"2";4;0;0;81.80;81.80;0;81.80;81.80;"2";"?";0;0;4;0;0;0;0;0;0;0;81.80;0;0;0;0;0
140;3;1897;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;10;1;0;0;0;0;0;0;319.44;33.96;0
140;3;1898;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;5;0;0;0;0;0;0;0;94.63;0;0
140;3;1899;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;5;10;6;0;0;0;0;0;194.77;379.67;252.25
140;3;1900;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;71.95
140;3;1901;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;1902;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;360.21
140;3;1908;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;2937;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;2975;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;3;2976;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;77.81;0;0
140;3;3058;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;53.90;0
140;3;3075;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;5;0;0;0;0;0;0;0;340.10;0
143;3;13;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;6;0;0;0;0;0;0;515.81;551.88;0;0
143;3;14;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;6;0;0;0;0;0;0;0;551.88;0;0
143;3;21;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;12;0;0;0;0;0;0;0;898.80;0
143;3;23;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;6;10;0;0;0;0;0;0;491.40;829;0
143;3;24;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;6;3;0;0;0;0;0;0;497.83;248.70;0
143;3;25;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;6;0;0;0;0;0;0;0;497.40;0
143;3;26;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;6;0;0;0;0;0;0;0;497.40;0
143;3;37;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;5;6;0;0;0;0;0;0;189.65;227.61;0;0
143;3;38;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;5;0;0;0;0;0;0;0;189.65;0;0;0
143;3;40;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;4;0;0;0;0;0;0;0;151.74;0;0
143;3;59;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;0;0;0;0;0;0;287.63;0;0;0
143;3;70;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;24;0;12;0;0;0;0;0;139.28;0;76.80;0
143;3;71;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;24;0;12;0;0;0;0;0;141.72;0;76.80;0
143;3;87;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;4;6;0;0;0;0;0;0;540.18;810.12;0;0
143;3;88;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;4;0;0;0;0;0;0;270.09;540.08;0;0
143;3;91;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;10;0;0;0;0;0;0;0;366.60;0
143;3;160;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
