IDCLI;IDVENDEDOR;PCOD;QTDVENDA;MVALOR3;VLVENDA;TENDENCIA;QP_AMAIS;QP_AMENOS;VB1;VB2;V_AMAIS;V_AMENOS;V_META;V_PROJ;TENDENCIA;A1A2;Q1;Q2;Q3;Q4;Q1A;Q2A;Q3A;Q4A;V1;V2;V3;V4;V1A;V2A;V3A;V4A
1022;15;199;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;2;0;0;0;0;0;0;154.02;159.98
1022;15;200;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;159.98
1022;15;203;0;0;0;"1";0;0;540.50;559.92;19.42;0;564.77;564.77;"1";"+";0;10;10;0;0;0;0;0;0;540.50;559.92;0;0;0;0;0
1022;15;207;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;2;3;6;0;0;0;0;119.40;39.80;56.75;125.40
1022;15;208;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;3;1;0;0;0;0;59.70;0;56.75;20.50
1022;15;209;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;4;0;3;6;0;0;0;0;79.60;0;56.77;125.40
1022;15;212;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;15;4;0;12;0;0;0;0;403.72;107.60;0;320
1022;15;213;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;4;0;0;0;0;0;0;89.70;119.60;0;0
1022;15;238;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;2;0;0;0;0;0;113.40;0;35.83;0
1022;15;253;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;7;14;30;0;0;0;0;0;243.30;460.65;1065
1022;15;257;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;6;0;0;0;0;131.70;0;0;327
1022;15;265;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;117.80;0;0;0
1022;15;268;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;37.83;0
1022;15;269;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;4;4;0;0;0;0;0;0;151.70;142
1022;15;271;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;12;3;0;0;0;0;263.75;0;502.96;131.70
1022;15;315;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;148.90;0;0
1022;15;324;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;58.90;0;0
1022;15;325;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;58.90;0;0
1022;15;326;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;332;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;3;1;4;0;0;0;0;245.72;122.70;37.93;166.80
1022;15;334;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;10;6;6;0;0;0;0;0;229.08;137.40;131.40;0
1022;15;337;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;5;6;6;23;0;0;0;0;149.50;179.40;179.52;749.10
1022;15;338;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;6;8;22;0;0;0;0;197.65;179.40;239.53;701.80
1022;15;364;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;5;3;0;0;0;0;119.47;0;94.50;58.26
1022;15;365;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;4;10;5;0;0;0;0;47.70;63.60;149.04;78
1022;15;366;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;3;0;0;0;0;101.83;0;0;101.70
1022;15;367;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;5;0;0;0;0;0;179.51;0;139.69;0
1022;15;382;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;4;0;3;0;0;0;0;71.79;95.60;0;62.70
1022;15;383;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;43.80;0;0
1022;15;386;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;0;0;0;0;0;65.78;0;0;0
1022;15;387;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;3;0;0;0;0;0;0;62.78;62.70;0;0
1022;15;388;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;2;0;0;0;0;0;119.80;0;119.80;0
1022;15;389;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;1;2;0;0;0;0;0;0;59.90;119.80;0;0
1022;15;390;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;1;0;0;0;0;0;0;0;59.90;0;0;0
1022;15;391;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;47.70;0;0
1022;15;394;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;10;0;0;0;0;0;101.70;0;455
1022;15;398;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;65.70;0;0
1022;15;401;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;159.60
1022;15;404;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;0;0;0;0;0;68.78;0;0;0
1022;15;406;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;0;6;0;0;0;0;227.54;0;0;226.80
1022;15;408;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;24;12;0;21;0;0;0;0;766.09;430.80;0;894.60
1022;15;410;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;6;2;16;0;0;0;0;113.70;227.40;75.85;606.40
1022;15;411;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;413;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;85.80;0;0;0
1022;15;414;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;85.80;0;0;0
1022;15;415;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;85.80;0;0;0
1022;15;417;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;85.80;0;0;0
1022;15;419;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;6;0;0;0;0;49.80;0;0;199.20
1022;15;446;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;18;0;0;0;0;0;0;0;322.47;0;0;0
1022;15;447;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;3;0;0;0;0;0;0;57.88;92.70
1022;15;450;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;591.60
1022;15;452;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;453;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;3;0;0;0;0;0;0;39.80;56.70;0;0
1022;15;486;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;487;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;505;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;512;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;0;0;0;0;0;55.80;0;0;0
1022;15;514;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;3;0;3;0;0;0;0;83.70;83.70;0;77.70
1022;15;515;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;12;10;10;0;0;0;0;221.40;442.80;349;349
1022;15;541;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;185.80;0;0
1022;15;542;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;1;0;0;0;0;0;0;92.90;89.90;0
1022;15;548;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;179.80;0
1022;15;550;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;4;0;0;0;0;0;0;0;163.60;0
1022;15;551;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;556;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;7;5;12;0;0;0;0;0;265.30;179.62;445.20
1022;15;569;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;85.80;0;0;0
1022;15;576;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;5;4;1;5;0;0;0;0;194.61;155.60;38.93;189.50
1022;15;577;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;4;2;0;0;0;0;0;93.93;195.60;97.86;0
1022;15;578;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;3;0;12;0;0;0;0;131.57;65.70;0;258
1022;15;586;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;3;0;0;0;0;0;65.70;0;59.74;0
1022;15;587;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;588;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;393.70
1022;15;589;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;1;0;0;0;0;0;0;151.80;77.90;0
1022;15;590;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;591;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;5;0;4;0;0;0;0;0;199.60;0;155.70;0
1022;15;593;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;69.90;0;0
1022;15;594;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;2;0;0;0;0;74.70;0;0;50.80
1022;15;603;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;125.90
1022;15;604;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;4;0;0;0;0;0;151.80;0;314.40
1022;15;607;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;155.90;0
1022;15;608;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;30;12;24;24;0;0;0;0;2313;946.80;1894.77;1893.60
1022;15;609;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;2;0;0;0;0;0;188.70;0;119.80
1022;15;610;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;135.80;0;0
1022;15;611;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;173.80;0;0;0
1022;15;612;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;0;0;0;0;0;0;0;99.86;0
1022;15;613;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;7;0;4;2;0;0;0;0;475.48;0;272.47;135.80
1022;15;615;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;12;11;3;0;0;0;0;233.70;466.80;428.04;140.70
1022;15;616;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;74.70
1022;15;617;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;10;4;0;2;0;0;0;0;449;179.60;0;85.80
1022;15;622;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;3;0;0;0;0;0;0;74.70;74.70;0
1022;15;623;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;2;0;0;0;0;0;0;63.80;59.84;0
1022;15;625;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;0;0;0;0;0;74.70;0;0;0
1022;15;626;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;0;0;0;0;0;0;143.40;0;0;0
1022;15;630;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;0;0;0;0;0;77.70;0;0;0
1022;15;637;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;5;3;0;0;0;0;0;149.80;374.64;217.20
1022;15;639;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;4;0;14;4;0;0;0;0;304.85;0;1062.98;291.60
1022;15;640;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;4;10;2;0;0;0;0;587.40;391.60;979.61;213.80
1022;15;641;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;6;3;0;0;0;0;421.15;0;419.66;209.70
1022;15;648;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;4;0;0;0;0;0;0;0;107.68;0;0;0
1022;15;649;0;0;0;"2";2;0;0;97.89;97.89;0;97.89;97.89;"2";"?";0;0;2;0;0;0;0;0;0;0;97.89;0;0;0;0;0
1022;15;651;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;1;0;0;0;0;0;0;0;64.90;0
1022;15;664;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;167.40
1022;15;724;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;3;3;0;0;0;0;56.77;0;53.70;56.70
1022;15;725;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;6;0;3;0;0;0;0;0;101.40;0;44.70
1022;15;729;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;790;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;10;5;10;0;0;0;0;0;519;259.50;499;0
1022;15;792;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;119.80;0;0;0
1022;15;944;0;0;0;"2";2;0;0;186.86;186.86;0;186.86;186.86;"2";"?";0;0;2;0;0;0;0;0;0;0;186.86;0;0;0;0;0
1022;15;984;0;0;0;"1";0;0;125.46;125.46;0;0;125.46;125.46;"1";"-";0;4;4;0;0;0;0;0;0;125.46;125.46;0;0;0;0;0
1022;15;1109;0;0;0;"2";4;0;0;300.54;300.54;0;300.54;300.54;"2";"?";0;0;4;0;0;0;0;0;0;0;300.54;0;0;0;0;0
1022;15;1897;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;0;0;0;0;0;0;0;98.70;0;0;0
1022;15;1898;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;4;0;6;0;0;0;0;119.40;79.60;0;113.40
1022;15;1899;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;4;4;16;0;0;0;0;239.71;159.60;159.60;606.40
1022;15;1902;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;27;6;0;0;0;0;65.88;0;882.59;197.40
1022;15;1903;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;6;10;22;0;0;0;0;455.99;455.40;759.46;1609.80
1022;15;1905;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;164.70
1022;15;1908;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;6;0;0;0;0;0;0;0;185.52;0
1022;15;1909;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;3;2;0;0;0;0;0;0;311.70;207.80;0;0
1022;15;1910;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;2936;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;123.98
1022;15;2938;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;1;2;4;2;0;0;0;0;100.04;199.80;399.73;199.80
1022;15;2939;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;1;1;2;3;0;0;0;0;100.04;99.90;200.43;299.70
1022;15;2951;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;85.80;0;0;0
1022;15;2964;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;0;0;0;0;0;0;128.70;0;0
1022;15;2971;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;53.80;0;0;0
1022;15;2972;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;205.80;0;0;0
1022;15;2973;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;2;0;0;0;0;0;0;0;205.80;0;0;0
1022;15;2975;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;3;0;0;0;0;0;0;0;59.74;0
1022;15;3010;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;2;0;0;0;0;0;141.80;0;141.80
1022;15;3011;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;3;0;2;0;0;0;0;0;212.70;0;141.80
1022;15;3034;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;4;2;0;0;0;0;0;0;167.71;89.80
1022;15;3052;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;2;3;0;0;0;0;0;0;63.84;101.70
1022;15;3074;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;3;6;0;0;0;0;0;0;137.70;287.40
1022;15;3075;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;12;0;0;0;0;0;0;0;791.05;0
1022;15;3086;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;6;5;0;0;0;0;0;0;317.40;284.50
1022;15;3111;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;6;0;0;0;0;0;0;0;281.40;0
1022;15;3153;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;437.10
1022;15;3305;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;15;3357;0;0;0;"2";3;0;0;134.89;134.89;0;134.89;134.89;"2";"?";0;0;3;0;0;0;0;0;0;0;134.89;0;0;0;0;0
1022;15;3358;0;0;0;"2";4;0;0;180;180;0;180;180;"2";"?";0;0;4;0;0;0;0;0;0;0;180;0;0;0;0;0
1022;15;3359;0;0;0;"2";5;0;0;224.97;224.97;0;224.97;224.97;"2";"?";0;0;5;0;0;0;0;0;0;0;224.97;0;0;0;0;0
1023;3;42;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;59;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;104;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;120;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;130;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;132;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;141;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;197;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;207;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;208;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;285;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;338;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;454;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;505;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;544;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;548;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;578;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;607;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;613;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;617;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;1899;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;1901;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;1905;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;3;2939;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;45;42;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;45;104;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;45;137;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;87.63;0;0
1025;45;160;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;45;163;0;0;0;"4";0;7;463.06;0;0;463.06;472.84;472.84;"4";"+";1;6;0;0;0;0;0;0;70.66;392.40;0;0;0;0;0;0
1025;45;171;0;0;0;"4";0;3;208.22;0;0;208.22;208.22;208.22;"4";"?";3;0;0;0;0;0;0;0;208.22;0;0;0;0;0;0;0
1025;45;203;0;0;0;"2";3;0;0;168.70;168.70;0;168.70;168.70;"2";"?";0;0;3;0;0;0;0;0;0;0;168.70;0;0;0;0;0
1025;45;265;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;45;327;0;0;0;"2";1;0;0;70.34;70.34;0;70.34;70.34;"2";"?";0;0;1;0;0;0;0;0;0;0;70.34;0;0;0;0;0
1025;45;334;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;6;0;0;0;0;0;0;0;131.79;0;0;0
1025;45;338;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;8;0;0;0;0;0;0;0;239.90;0;0;0
1025;45;410;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;45;419;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;129.10
1025;45;450;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;2;0;0;0;0;0;0;0;94.57;0;0
1025;45;451;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;4;0;0;0;0;0;0;0;144.01;0;0;0
1025;45;551;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;4;0;0;0;0;0;0;0;59.60;0;0
1025;45;556;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1025;45;588;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;1;0;0;0;0;0;0;0;72.90;0;0
1025;45;2973;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1026;15;160;0;0;0;"5";0;0;0;0;0;0;0;0;"5";"Z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
