DTINI;DTFIM;QCLIPOSIT;QCLICAD;QCLIVISIT;QC_AMAIS;QC_AMENOS;QPRDCOMSLD;QPRDNAOVND;QTDPROD;QTDPRODCAD;QP_AMAIS;QP_AMENOS;VB1;VB2;V_AMAIS;V_AMENOS;V_META;V_PROJ;FVAL;FCREDDEVOL;QPEDIDOS;FVALPROD;FDESCONTO;TENDENCIA;A1A2;Q1;Q2;Q3;Q4;Q1A;Q2A;Q3A;Q4A;V1;V2;V3;V4;V1A;V2A;V3A;V4A
"01/12/24";"31/12/24";358;1383;0;0;1;451;110;1231;1341;953;278;1580227.99;1197273.94;0;382954.05;1276180.97;658224.20;598636.97;0;567;599764.500;2501.530;"3";"+";0;0;0;0;0;0;0;0;490977.87;783766.93;796461.06;598636.97;1089083.05;1093371.19;1065193.53;816692.18
